,0
6360,3
7213,4
3249,5
16608,2
8879,5
8822,5
15034,1
1015,3
14980,1
24700,4
22595,3
3308,5
16510,2
8609,5
22080,3
13612,1
22912,3
11598,1
7088,4
11553,1
20660,3
15964,2
24712,4
13562,1
7503,4
11296,1
3373,5
7384,4
21202,3
10128,5
19539,2
22249,3
14139,1
23119,3
9006,5
5513,2
4947,1
19464,2
20146,3
21659,3
23981,4
12365,1
23949,4
17113,2
20770,3
20420,3
340,2
25876,4
9981,5
24016,4
17822,2
602,2
6522,3
9572,5
20161,3
26580,4
8938,5
1232,4
3371,5
11763,1
10427,5
6825,3
26240,4
5507,2
22677,3
6364,3
21597,3
5906,3
7706,4
17062,2
23792,3
11175,1
1460,4
56,1
14313,1
23506,3
17673,2
2125,4
15663,2
24453,4
18579,2
13497,1
21464,3
5093,1
13775,1
14337,1
14395,1
3893,5
19745,2
3788,5
20674,3
19040,2
6790,3
5596,2
4660,5
7727,4
3338,5
26140,4
2514,5
11007,1
11250,1
17470,2
16327,2
15973,2
17930,2
17960,2
1631,4
15889,2
14893,1
15774,2
20536,3
14847,1
25350,4
7217,4
14028,1
7415,4
23139,3
10494,5
16516,2
2820,5
6089,3
3127,5
22000,3
22037,3
12236,1
11916,1
9106,5
7347,4
21103,3
8601,5
14068,1
17706,2
16590,2
5743,3
8611,5
26579,4
11063,1
12760,1
8685,5
14949,1
14232,1
12600,1
3451,5
10609,5
628,3
23654,3
7837,4
26426,4
7229,4
8899,5
16651,2
5937,3
398,2
11377,1
2605,5
14723,1
1915,4
10671,5
13716,1
9932,5
3754,5
17612,2
26270,4
26848,4
17408,2
11967,1
23886,4
25217,4
9687,5
64,1
10439,5
3361,5
19287,2
20680,3
2287,5
10522,5
11132,1
24901,4
15598,2
15528,2
14444,1
3756,5
20127,3
1057,3
26496,4
10602,5
4783,1
4978,1
22020,3
10802,5
26614,4
4304,5
10480,5
26772,4
2530,5
20299,3
693,3
10580,5
15544,2
1705,4
2813,5
3551,5
1277,4
16193,2
16388,2
15809,2
21328,3
15722,2
5707,2
7585,4
16018,2
6888,4
23390,3
21787,3
128,1
2260,5
18561,2
26438,4
10972,1
5957,3
8056,4
6907,4
10364,5
16638,2
1038,3
38,1
3060,5
11735,1
22994,3
5464,1
17386,2
1389,4
15038,1
115,1
17745,2
2962,5
4891,1
5533,2
19810,2
493,2
10846,5
5976,3
11490,1
14927,1
8947,5
11856,1
8083,4
4020,5
12057,1
6356,3
18340,2
19778,2
5838,3
385,2
26411,4
14409,1
13237,1
26079,4
25880,4
8510,5
26698,4
14967,1
25253,4
11769,1
16391,2
9367,5
18659,2
6372,3
8906,5
15469,2
23174,3
13209,1
16228,2
5395,1
23320,3
3959,5
6685,3
12986,1
5636,2
3199,5
18062,2
25707,4
8744,5
22196,3
21100,3
22108,3
20375,3
23567,3
4061,5
25853,4
7946,4
20410,3
24220,4
19234,2
7776,4
12201,1
15393,2
13155,1
19916,2
10937,1
12204,1
19670,2
1558,4
3971,5
2470,5
8724,5
17738,2
14888,1
6720,3
23377,3
4258,5
3383,5
6099,3
994,3
18155,2
117,1
557,2
11476,1
22728,3
20560,3
20607,3
12328,1
24434,4
6336,3
1479,4
9801,5
18778,2
2049,4
21461,3
26844,4
6690,3
9531,5
21579,3
19031,2
14452,1
4840,1
23085,3
25705,4
11405,1
18544,2
145,1
20677,3
19515,2
18523,2
1064,3
11627,1
21399,3
8044,4
5878,3
22197,3
5453,1
6778,3
24435,4
24620,4
9040,5
4434,5
13836,1
17563,2
14865,1
6276,3
1899,4
21027,3
21327,3
5089,1
15896,2
22872,3
1909,4
14919,1
4692,5
20963,3
7149,4
19046,2
7040,4
25227,4
20566,3
6997,4
15739,2
7167,4
23696,3
16452,2
26141,4
15561,2
5068,1
5276,1
20847,3
21496,3
18750,2
18269,2
1172,4
22410,3
11118,1
22525,3
13304,1
11263,1
621,3
25870,4
8709,5
74,1
7611,4
9582,5
8041,4
10632,5
2709,5
2832,5
4160,5
9599,5
23173,3
26356,4
19477,2
5478,1
4925,1
8226,5
3186,5
10152,5
3184,5
16438,2
24943,4
8348,5
15651,2
10042,5
18497,2
20422,3
6022,3
1545,4
4018,5
767,3
6635,3
14025,1
23968,4
1020,3
26191,4
3651,5
17456,2
6766,3
22643,3
13344,1
23136,3
3489,5
13655,1
24805,4
7068,4
18596,2
25844,4
12887,1
25829,4
21343,3
25540,4
2117,4
18696,2
21476,3
1339,4
13096,1
12283,1
15110,1
3198,5
16490,2
10354,5
10464,5
22535,3
12956,1
10231,5
23679,3
13944,1
5198,1
8336,5
1429,4
8282,5
11515,1
20981,3
4347,5
13332,1
7055,4
12526,1
13664,1
5111,1
1676,4
24213,4
11977,1
10840,5
5168,1
2801,5
8396,5
1258,4
26161,4
23322,3
23413,3
17812,2
10265,5
11640,1
16838,2
11527,1
17870,2
2331,5
18228,2
5536,2
21501,3
6344,3
1323,4
19669,2
22281,3
447,2
8683,5
3771,5
17692,2
16137,2
19102,2
16895,2
26650,4
21201,3
2254,5
202,1
19739,2
475,2
2656,5
14038,1
11362,1
23235,3
5814,3
16027,2
1368,4
9436,5
20726,3
8387,5
24833,4
9507,5
1666,4
16362,2
17431,2
19820,2
3482,5
7028,4
1380,4
11190,1
21791,3
16521,2
21879,3
17619,2
13139,1
1991,4
8555,5
18452,2
7053,4
5953,3
25280,4
12528,1
20454,3
5466,1
194,1
16232,2
9042,5
16530,2
8932,5
4595,5
11487,1
13267,1
7557,4
25531,4
2868,5
16243,2
13191,1
1979,4
26851,4
19686,2
3800,5
1544,4
19421,2
21520,3
23339,3
3660,5
8386,5
5194,1
18637,2
9432,5
7080,4
21962,3
4427,5
8717,5
13070,1
1050,3
8625,5
2019,4
961,3
8177,5
268,1
2890,5
11495,1
20289,3
25518,4
10471,5
2583,5
15585,2
14856,1
21467,3
5059,1
7042,4
17723,2
22074,3
12021,1
19793,2
24310,4
11826,1
20005,2
4722,5
10103,5
10905,5
14624,1
18701,2
5790,3
6401,3
12193,1
21954,3
8961,5
9921,5
15318,2
2808,5
1812,4
11787,1
11699,1
4250,5
13183,1
24865,4
12103,1
21267,3
9003,5
19431,2
22941,3
15222,1
26007,4
15961,2
2304,5
5454,1
15766,2
12893,1
4750,5
21169,3
5762,3
4256,5
24518,4
8741,5
16692,2
10734,5
21891,3
21111,3
12622,1
3444,5
8655,5
12011,1
1561,4
23551,3
19326,2
5985,3
2332,5
13472,1
22018,3
6082,3
4852,1
14048,1
3822,5
9139,5
1610,4
6749,3
18905,2
25017,4
6917,4
2456,5
4236,5
26045,4
21732,3
7556,4
6567,3
20165,3
7958,4
6837,4
13173,1
23247,3
3860,5
24802,4
5842,3
20851,3
13160,1
1531,4
4244,5
20434,3
25086,4
23402,3
23812,3
11688,1
15039,1
13380,1
4032,5
5185,1
8757,5
11791,1
8218,5
10235,5
6489,3
16482,2
15139,1
14634,1
10817,5
11420,1
1933,4
9425,5
18972,2
1466,4
15338,2
24044,4
21290,3
24323,4
22839,3
12588,1
17255,2
3575,5
13745,1
20961,3
24155,4
20268,3
18043,2
10174,5
1580,4
22632,3
17363,2
14982,1
14326,1
20953,3
15365,2
11617,1
26023,4
12416,1
2904,5
18208,2
17450,2
5890,3
22847,3
17223,2
23928,4
5063,1
3058,5
4240,5
4955,1
21600,3
10054,5
24625,4
4646,5
850,3
10242,5
25886,4
2167,4
7718,4
14193,1
15994,2
664,3
12905,1
25769,4
14328,1
13534,1
23943,4
22136,3
8869,5
24609,4
9929,5
19433,2
7530,4
25961,4
22386,3
25762,4
16023,2
13576,1
14111,1
13438,1
1602,4
18511,2
4716,5
15124,1
15628,2
4846,1
23378,3
17639,2
13867,1
772,3
21078,3
20890,3
25274,4
25079,4
207,1
4050,5
8618,5
3778,5
14844,1
2071,4
1275,4
10118,5
13352,1
19842,2
26391,4
11017,1
6224,3
18616,2
24520,4
5156,1
16909,2
7337,4
1975,4
6505,3
10126,5
8664,5
23295,3
7696,4
21388,3
16293,2
15194,1
19115,2
1446,4
1070,3
14618,1
19843,2
527,2
17780,2
4447,5
21301,3
8830,5
19646,2
15009,1
13894,1
17886,2
24998,4
26435,4
15884,2
22648,3
23523,3
7164,4
67,1
20558,3
5444,1
3722,5
24302,4
18421,2
6,1
6912,4
17205,2
22562,3
8700,5
7027,4
5910,3
16707,2
11380,1
8584,5
25572,4
22518,3
9941,5
4526,5
19953,2
25887,4
4259,5
579,2
1832,4
23546,3
18717,2
10046,5
22050,3
2227,5
2228,5
12318,1
6383,3
16376,2
20179,3
1694,4
9319,5
25,1
8642,5
12189,1
22935,3
6465,3
12482,1
19970,2
14175,1
1256,4
8818,5
20585,3
5390,1
15694,2
3247,5
9602,5
11492,1
6761,3
20135,3
9568,5
11004,1
25849,4
17952,2
4231,5
10187,5
22201,3
2079,4
23443,3
15905,2
23675,3
3583,5
789,3
22311,3
20990,3
18026,2
22868,3
1519,4
21190,3
13476,1
13302,1
7808,4
19488,2
502,2
18336,2
1597,4
4345,5
16504,2
25240,4
22887,3
13994,1
25043,4
2253,5
20707,3
12230,1
3518,5
26732,4
7663,4
17183,2
20529,3
6261,3
2977,5
25221,4
8081,4
14832,1
12619,1
21068,3
24376,4
13309,1
4021,5
24718,4
14172,1
1856,4
20589,3
20692,3
26400,4
15337,2
23241,3
12745,1
17133,2
6209,3
10092,5
12119,1
11855,1
5280,1
5772,3
252,1
1497,4
18585,2
21370,3
7918,4
3797,5
5166,1
14256,1
18484,2
11852,1
25528,4
13613,1
3835,5
8532,5
19171,2
24852,4
16214,2
20204,3
3732,5
777,3
15075,1
22885,3
25840,4
8689,5
13787,1
7280,4
10109,5
3742,5
25262,4
19841,2
15967,2
22118,3
23982,4
3936,5
15657,2
11711,1
21503,3
21922,3
19854,2
4527,5
12626,1
20389,3
2738,5
11290,1
19378,2
23157,3
12652,1
4049,5
14479,1
24583,4
8108,4
9072,5
16119,2
7322,4
6056,3
1717,4
23667,3
19667,2
21212,3
11536,1
9210,5
5404,1
24373,4
23179,3
21769,3
10662,5
9077,5
24091,4
16201,2
14155,1
13656,1
23206,3
4036,5
13783,1
7089,4
92,1
11384,1
20490,3
183,1
5251,1
21974,3
11096,1
895,3
251,1
19376,2
19605,2
22431,3
3231,5
9019,5
22509,3
16883,2
4771,5
14879,1
1453,4
15016,1
4068,5
24411,4
13969,1
9849,5
19193,2
14106,1
2513,5
10499,5
10107,5
16640,2
12140,1
11337,1
25712,4
20581,3
8783,5
22784,3
12226,1
24209,4
10400,5
2408,5
25520,4
25381,4
4914,1
19996,2
6142,3
24274,4
17282,2
20831,3
703,3
1787,4
5748,3
1477,4
11894,1
10253,5
16279,2
22700,3
20030,2
21173,3
17858,2
6691,3
2368,5
6076,3
2189,5
21116,3
18364,2
14883,1
14702,1
135,1
20531,3
4572,5
11319,1
15591,2
11509,1
3855,5
7947,4
5312,1
17029,2
7831,4
5763,3
24667,4
5758,3
15364,2
587,2
24037,4
25616,4
15178,1
8933,5
13624,1
16081,2
23951,4
7108,4
16157,2
6769,3
3190,5
16524,2
19652,2
18391,2
13757,1
19286,2
760,3
7953,4
25580,4
17616,2
20201,3
21833,3
10680,5
15577,2
2158,4
14257,1
16404,2
6631,3
24751,4
18982,2
6038,3
13297,1
2839,5
466,2
6250,3
869,3
24777,4
7653,4
3298,5
7420,4
18947,2
8184,5
12136,1
12462,1
18986,2
17174,2
26468,4
2229,5
14325,1
14631,1
17889,2
13798,1
7513,4
2086,4
3721,5
5789,3
3045,5
8491,5
19711,2
24223,4
25021,4
11607,1
15441,2
12628,1
12927,1
4408,5
6743,3
20042,2
24267,4
17703,2
21678,3
19336,2
22130,3
5613,2
18289,2
17434,2
11224,1
4965,1
10881,5
4759,5
13817,1
17569,2
14972,1
14178,1
24666,4
3917,5
7967,4
26716,4
17499,2
21342,3
8808,5
9256,5
25815,4
25603,4
13789,1
20421,3
9676,5
20967,3
19696,2
7668,4
3650,5
9145,5
13838,1
12214,1
19471,2
21712,3
5266,1
2314,5
9039,5
12255,1
13168,1
11693,1
24284,4
26535,4
6101,3
3380,5
24234,4
20992,3
20419,3
21994,3
3134,5
23923,4
16192,2
2475,5
8699,5
15923,2
23457,3
15191,1
11783,1
5827,3
4308,5
4349,5
19685,2
19657,2
4683,5
15927,2
18520,2
17389,2
23160,3
16716,2
3455,5
5713,2
2857,5
3736,5
10615,5
1423,4
9552,5
14128,1
1636,4
21519,3
18663,2
9377,5
8154,5
2224,5
15746,2
5340,1
9431,5
21039,3
20105,2
1,1
2073,4
14526,1
5971,3
10170,5
15412,2
3695,5
6913,4
24800,4
2910,5
12829,1
8800,5
16897,2
18385,2
11287,1
21182,3
6195,3
23221,3
5766,3
137,1
17651,2
3150,5
7011,4
10613,5
758,3
3253,5
26233,4
18334,2
10748,5
565,2
614,3
17866,2
20251,3
17211,2
3759,5
9323,5
6856,4
7064,4
12798,1
14104,1
10998,1
24415,4
24921,4
7360,4
9064,5
25563,4
2370,5
20935,3
10254,5
598,2
5314,1
23217,3
22232,3
13259,1
19875,2
12882,1
26866,4
2761,5
16406,2
18287,2
5664,2
6187,3
26465,4
11281,1
24689,4
25549,4
7216,4
24427,4
4990,1
16080,2
14463,1
494,2
20626,3
8402,5
3906,5
6390,3
13665,1
11309,1
12848,1
5342,1
9986,5
11911,1
22133,3
24105,4
10420,5
26619,4
3502,5
3365,5
24876,4
11494,1
21184,3
3432,5
6335,3
26751,4
6423,3
4045,5
4344,5
9255,5
5257,1
23671,3
19591,2
1343,4
5832,3
2383,5
922,3
11555,1
11717,1
6545,3
22109,3
9723,5
13293,1
10317,5
15568,2
1077,3
21978,3
15400,2
24662,4
25700,4
20186,3
12277,1
13877,1
10730,5
11803,1
12608,1
15377,2
13728,1
12490,1
15457,2
12538,1
16833,2
21805,3
6550,3
17107,2
860,3
9035,5
21619,3
8254,5
25723,4
8314,5
1728,4
19873,2
22789,3
21291,3
3760,5
19597,2
9766,5
1701,4
8528,5
10532,5
698,3
7039,4
2947,5
13197,1
20878,3
8475,5
23276,3
1387,4
3366,5
14120,1
25913,4
2431,5
24623,4
23950,4
22377,3
26778,4
14886,1
13525,1
5611,2
9794,5
14758,1
25474,4
7517,4
21262,3
9289,5
11204,1
22927,3
6688,3
10657,5
14617,1
20346,3
11683,1
18093,2
26686,4
25051,4
24049,4
24174,4
21076,3
23281,3
671,3
14809,1
19472,2
16007,2
11950,1
13042,1
9108,5
5352,1
2810,5
4458,5
25014,4
1803,4
18460,2
14129,1
9013,5
10458,5
18047,2
8559,5
23519,3
10021,5
15646,2
9233,5
13617,1
3155,5
17899,2
25638,4
11715,1
16713,2
26737,4
17215,2
2338,5
26002,4
21848,3
23471,3
19319,2
9610,5
24540,4
18425,2
15258,1
12109,1
15242,1
22948,3
6377,3
26734,4
21375,3
17994,2
9271,5
14210,1
23533,3
14698,1
3496,5
9950,5
2714,5
9948,5
13552,1
5643,2
7352,4
15470,2
15956,2
12559,1
5384,1
11456,1
6704,3
21468,3
23763,3
18940,2
25341,4
20327,3
12670,1
26315,4
9956,5
18060,2
13649,1
2509,5
4182,5
20321,3
24277,4
15686,2
5508,2
14089,1
21194,3
24779,4
18198,2
3397,5
20767,3
23809,3
6901,4
8674,5
15980,2
14240,1
22726,3
7877,4
21441,3
16561,2
10789,5
5638,2
641,3
12250,1
14807,1
14316,1
14141,1
14962,1
17504,2
163,1
7121,4
14732,1
22740,3
23784,3
20229,3
11033,1
20955,3
14939,1
1593,4
20006,2
21246,3
26187,4
7196,4
765,3
18929,2
161,1
16443,2
11491,1
7620,4
12946,1
13437,1
962,3
17209,2
18006,2
11285,1
20264,3
4043,5
5481,1
5349,1
8024,4
23872,4
14216,1
10534,5
2792,5
14440,1
24326,4
10973,1
19422,2
4564,5
7445,4
3364,5
7476,4
20912,3
15060,1
11538,1
12078,1
640,3
16830,2
656,3
13159,1
13222,1
8079,4
16398,2
25749,4
24092,4
7354,4
17488,2
13539,1
22294,3
23509,3
40,1
14052,1
5925,3
26341,4
25484,4
23147,3
15437,2
22678,3
11135,1
17356,2
9896,5
23786,3
11486,1
23246,3
10305,5
21114,3
17668,2
5954,3
3273,5
3535,5
23965,4
934,3
9344,5
5082,1
19837,2
17594,2
8366,5
21926,3
22950,3
4555,5
893,3
20092,2
21454,3
6245,3
5570,2
11308,1
12415,1
23796,3
4894,1
15084,1
12084,1
4902,1
2479,5
1606,4
11020,1
13104,1
14307,1
24170,4
21635,3
2258,5
15865,2
15018,1
4394,5
25538,4
2230,5
25668,4
3068,5
16316,2
7466,4
2744,5
10543,5
24201,4
4362,5
10091,5
19265,2
3243,5
19761,2
21432,3
7729,4
26285,4
23889,4
19994,2
15193,1
8012,4
18482,2
19026,2
4267,5
14506,1
344,2
7344,4
25647,4
842,3
18552,2
3629,5
6894,4
11314,1
20300,3
23678,3
291,2
22625,3
22796,3
26808,4
24481,4
6721,3
11530,1
17048,2
18063,2
19435,2
24099,4
3372,5
15163,1
6875,4
12771,1
19733,2
21780,3
14470,1
20958,3
7500,4
7178,4
10583,5
10320,5
6918,4
10295,5
6452,3
7002,4
10335,5
6534,3
17220,2
14647,1
25106,4
1550,4
18853,2
26519,4
24846,4
15380,2
7791,4
24861,4
8265,5
26879,4
11752,1
10114,5
8359,5
22153,3
23620,3
25423,4
19785,2
19332,2
7007,4
20431,3
18096,2
23344,3
15616,2
21185,3
17276,2
3909,5
16543,2
1218,4
13020,1
7856,4
9947,5
23112,3
5103,1
13759,1
6020,3
7763,4
17592,2
22177,3
20288,3
2607,5
9160,5
25488,4
3113,5
21318,3
17267,2
18344,2
18781,2
17711,2
20377,3
16185,2
1255,4
1616,4
15919,2
2152,4
21475,3
14108,1
11995,1
8200,5
18730,2
19257,2
25748,4
23185,3
20727,3
16271,2
22580,3
3569,5
25619,4
11202,1
14620,1
11151,1
9804,5
25200,4
9509,5
16162,2
7413,4
20811,3
12654,1
18281,2
10003,5
4742,5
5912,3
2222,5
11789,1
20936,3
19279,2
14988,1
10603,5
25371,4
132,1
11150,1
699,3
23389,3
9973,5
12952,1
17140,2
834,3
23304,3
3840,5
24491,4
5828,3
14914,1
4958,1
1647,4
15715,2
9259,5
25103,4
3832,5
3037,5
11697,1
6053,3
2407,5
25290,4
1069,3
2340,5
3727,5
13777,1
21358,3
7099,4
25303,4
13394,1
3948,5
11670,1
1099,3
3120,5
11958,1
8680,5
20973,3
6407,3
8391,5
6277,3
794,3
16551,2
15253,1
22956,3
15215,1
17633,2
16790,2
14203,1
4093,5
12158,1
12123,1
3613,5
17093,2
8592,5
11641,1
18467,2
11194,1
4637,5
15727,2
11920,1
24717,4
21513,3
3064,5
6681,3
11930,1
3825,5
7542,4
14815,1
26399,4
17970,2
12351,1
20185,3
4118,5
5765,3
5,1
18422,2
22690,3
17320,2
19786,2
22650,3
14151,1
11418,1
8943,5
9768,5
26642,4
4405,5
24462,4
4648,5
4383,5
11485,1
9491,5
2596,5
18435,2
3824,5
9342,5
26257,4
17729,2
13071,1
15914,2
8107,4
19190,2
11792,1
23086,3
2694,5
17347,2
23922,4
18137,2
23699,3
10550,5
19335,2
25965,4
5951,3
9876,5
22553,3
9223,5
8782,5
12102,1
12417,1
13633,1
25140,4
24793,4
16888,2
23864,3
24484,4
8516,5
8043,4
20124,3
14124,1
24699,4
1051,3
3285,5
9027,5
10952,1
2238,5
26433,4
8021,4
13518,1
16756,2
21566,3
10986,1
9725,5
108,1
2580,5
5996,3
18367,2
9637,5
26176,4
9976,5
8764,5
9073,5
8507,5
18660,2
22027,3
24911,4
20974,3
9991,5
11972,1
25153,4
18812,2
9934,5
2299,5
16850,2
24832,4
11609,1
8630,5
26123,4
24194,4
7324,4
8983,5
875,3
11305,1
9086,5
973,3
26091,4
9518,5
9564,5
11451,1
20694,3
22240,3
12231,1
20081,2
19817,2
12347,1
5732,3
25321,4
21434,3
1457,4
25294,4
16871,2
7797,4
19417,2
8373,5
15617,2
26603,4
10980,1
24894,4
1783,4
7067,4
19274,2
14329,1
15987,2
632,3
19574,2
8845,5
4986,1
6152,3
21506,3
113,1
4307,5
10539,5
13015,1
9176,5
1119,4
22418,3
18702,2
25394,4
19373,2
9353,5
5339,1
17192,2
4219,5
21870,3
11321,1
15844,2
9497,5
4696,5
11440,1
24897,4
24826,4
7838,4
815,3
1859,4
6540,3
13917,1
23454,3
6698,3
12778,1
24239,4
9828,5
25210,4
2464,5
10389,5
2092,4
4391,5
6100,3
10843,5
3279,5
19542,2
23094,3
11988,1
3336,5
14680,1
9423,5
24591,4
19267,2
11998,1
8752,5
17396,2
11138,1
4912,1
2037,4
11881,1
11759,1
9018,5
2543,5
2814,5
5625,2
4723,5
8787,5
6807,3
3626,5
23105,3
9684,5
264,1
20121,2
5654,2
19001,2
7353,4
16626,2
2540,5
5846,3
13329,1
12831,1
11729,1
12357,1
22427,3
13677,1
16287,2
2835,5
5721,3
21750,3
7071,4
22787,3
1560,4
15604,2
15119,1
5974,3
18218,2
17413,2
20409,3
22428,3
8710,5
2090,4
770,3
9866,5
17986,2
22202,3
785,3
16500,2
2500,5
24787,4
18309,2
11283,1
1642,4
26470,4
15426,2
15288,2
22689,3
16431,2
13908,1
20218,3
13577,1
22893,3
1491,4
23098,3
13911,1
13389,1
22363,3
26803,4
3728,5
12542,1
4907,1
15424,2
2936,5
12034,1
12046,1
23893,4
15391,2
2809,5
22096,3
6201,3
26693,4
12669,1
14279,1
2688,5
19863,2
13962,1
18221,2
1411,4
3947,5
16865,2
22969,3
9334,5
7273,4
15842,2
15454,2
22898,3
24401,4
15023,1
26367,4
16230,2
22336,3
4791,1
25920,4
3473,5
2487,5
8372,5
10656,5
1946,4
24067,4
4996,1
16979,2
9903,5
5823,3
8022,4
3374,5
18052,2
20097,2
20683,3
4200,5
15613,2
9368,5
23414,3
4712,5
18229,2
19948,2
7871,4
276,1
12254,1
11389,1
7182,4
9251,5
18139,2
14304,1
2678,5
19455,2
20876,3
8844,5
4962,1
26245,4
15573,2
9885,5
26039,4
20828,3
6885,4
18081,2
14423,1
9490,5
8768,5
11334,1
13892,1
8975,5
21354,3
18496,2
1795,4
26221,4
15707,2
3941,5
23674,3
21479,3
13616,1
11032,1
26720,4
22459,3
7112,4
25111,4
17369,2
15813,2
724,3
1884,4
17419,2
1137,4
10819,5
3123,5
1214,4
13281,1
24145,4
22800,3
12643,1
18013,2
11820,1
9254,5
227,1
15736,2
25432,4
14012,1
2935,5
13567,1
25803,4
4928,1
16134,2
17447,2
24820,4
20872,3
10596,5
13211,1
10481,5
16221,2
2170,4
18313,2
18691,2
206,1
2575,5
22733,3
26293,4
6909,4
22821,3
4189,5
19075,2
1176,4
12910,1
5802,3
4313,5
2080,4
3807,5
5646,2
12881,1
26377,4
22763,3
18707,2
8403,5
9376,5
9547,5
26095,4
2940,5
21071,3
24537,4
21788,3
22138,3
4215,5
5889,3
14045,1
15483,2
11064,1
4675,5
4567,5
13420,1
3027,5
606,3
7607,4
4230,5
1199,4
2955,5
11069,1
23994,4
310,2
22433,3
21072,3
7948,4
1355,4
13268,1
18922,2
14610,1
11168,1
19123,2
3328,5
11842,1
3201,5
10241,5
13569,1
4276,5
8256,5
16556,2
7255,4
6736,3
11865,1
5318,1
17901,2
3916,5
2555,5
21762,3
1507,4
4037,5
13556,1
21665,3
16461,2
20643,3
25617,4
2202,5
21981,3
5605,2
12921,1
17609,2
11931,1
1261,4
8684,5
20134,3
13536,1
1726,4
25192,4
2165,4
11579,1
23140,3
4935,1
2379,5
25678,4
14369,1
25441,4
1365,4
3014,5
9493,5
576,2
20173,3
2527,5
17446,2
19734,2
15725,2
11082,1
24167,4
7535,4
8512,5
15083,1
11646,1
13657,1
14448,1
3032,5
20143,3
24603,4
7615,4
18875,2
15287,2
13141,1
4875,1
10538,5
22046,3
864,3
7181,4
10452,5
12022,1
26597,4
26324,4
10682,5
39,1
1769,4
20983,3
9978,5
24111,4
4389,5
4766,5
16054,2
26185,4
20882,3
23542,3
26750,4
4786,1
16191,2
2318,5
2923,5
14222,1
18508,2
14774,1
449,2
17922,2
8425,5
23201,3
7971,4
14424,1
7603,4
5072,1
2216,5
23046,3
11142,1
23608,3
10849,5
1161,4
26022,4
5816,3
3137,5
15874,2
13115,1
22691,3
11125,1
8152,5
26111,4
23433,3
20010,2
24600,4
4558,5
23271,3
16091,2
4883,1
20351,3
21321,3
13408,1
7480,4
13445,1
11568,1
9931,5
6217,3
15158,1
15589,2
23824,3
23047,3
12499,1
23232,3
22635,3
7261,4
5039,1
2357,5
25795,4
24437,4
26842,4
571,2
15404,2
12781,1
19094,2
3861,5
17448,2
25547,4
936,3
13013,1
8111,4
6666,3
4547,5
25407,4
5537,2
25602,4
14352,1
1931,4
26846,4
25677,4
21451,3
1455,4
8733,5
8861,5
20573,3
26296,4
7651,4
11155,1
4629,5
1880,4
22275,3
5831,3
7623,4
20910,3
5065,1
26726,4
3935,5
12561,1
2831,5
17314,2
12750,1
13361,1
23739,3
8288,5
8672,5
21402,3
3054,5
13181,1
25118,4
7448,4
24130,4
14675,1
1943,4
18500,2
3623,5
5542,2
12828,1
2680,5
21856,3
6578,3
15266,1
26536,4
19918,2
6098,3
26472,4
25725,4
22047,3
9748,5
7170,4
14671,1
6890,4
26156,4
7475,4
21058,3
26196,4
3207,5
24410,4
9337,5
26053,4
14517,1
4719,5
21784,3
13699,1
9732,5
6037,3
22454,3
11112,1
18519,2
827,3
21841,3
19271,2
15485,2
24791,4
26839,4
10536,5
3591,5
15855,2
9290,5
15037,1
3311,5
19238,2
16450,2
23651,3
22322,3
24574,4
4350,5
22033,3
24775,4
19170,2
14884,1
9434,5
4974,1
19508,2
11511,1
24725,4
9629,5
15226,1
2321,5
6618,3
20773,3
18206,2
3506,5
20579,3
24593,4
7061,4
8858,5
12918,1
6198,3
15861,2
82,1
25416,4
12385,1
5590,2
21539,3
12716,1
23190,3
22313,3
14284,1
880,3
16334,2
17166,2
2106,4
6008,3
13614,1
280,2
18775,2
7909,4
4368,5
8616,5
16371,2
13791,1
13696,1
7521,4
4698,5
10663,5
19934,2
17849,2
23302,3
26722,4
24248,4
13599,1
6208,3
15494,2
15429,2
11813,1
14274,1
25888,4
349,2
2504,5
6113,3
18493,2
22107,3
21270,3
26739,4
17500,2
13383,1
26152,4
14659,1
16001,2
17793,2
23839,3
26044,4
13949,1
17114,2
12429,1
26159,4
9053,5
9218,5
1205,4
16939,2
14217,1
5231,1
9041,5
17579,2
16587,2
22853,3
22030,3
14928,1
5950,3
18644,2
13340,1
9188,5
10625,5
12028,1
3472,5
23614,3
13788,1
5114,1
9015,5
25879,4
8509,5
10028,5
3484,5
4469,5
14224,1
21338,3
2635,5
11784,1
20574,3
23154,3
65,1
2664,5
16922,2
25517,4
13555,1
14999,1
20838,3
14759,1
279,2
20523,3
2878,5
25711,4
5042,1
17461,2
13008,1
14609,1
992,3
12114,1
6410,3
6597,3
3939,5
12732,1
2737,5
10917,1
12850,1
9320,5
10545,5
13988,1
25092,4
14575,1
10117,5
7736,4
6242,3
20088,2
25542,4
18737,2
9658,5
22857,3
455,2
21204,3
2536,5
6375,3
23898,4
11726,1
22239,3
22413,3
10246,5
3733,5
8116,4
23907,4
10969,1
25396,4
7992,4
19203,2
12647,1
11814,1
9016,5
18570,2
12775,1
15920,2
23552,3
15745,2
6422,3
3740,5
19302,2
6050,3
10157,5
18034,2
1741,4
1144,4
2895,5
42,1
14468,1
25040,4
19855,2
4543,5
22264,3
12675,1
2794,5
13199,1
15112,1
23643,3
15636,2
25698,4
22492,3
26655,4
25458,4
762,3
26210,4
26758,4
24838,4
25065,4
20888,3
18568,2
5446,1
18094,2
20619,3
9627,5
9566,5
15549,2
8031,4
24164,4
22115,3
570,2
21717,3
750,3
26841,4
24811,4
20611,3
14692,1
